symbol,date,callvol,putvol,calloi,putoi,iv30mean,iv60mean,type,volume,oi
TSLA,2021-08-13 00:00:00,0,0,0,0,0.3908,0.4441,put,555764,2672719
UEC,2021-08-13 00:00:00,1205,302,81318,17565,0.738,0.7766,call,1205,81318
UEC,2021-08-13 00:00:00,0,0,0,0,0.738,0.7766,put,302,17565
UPST,2021-08-13 00:00:00,221078,98483,114990,90822,0.8494,0.8254,call,221078,114990
UPST,2021-08-13 00:00:00,0,0,0,0,0.8494,0.8254,put,98483,90822
WISH,2021-08-13 00:00:00,668039,255323,738510,310047,1.0272,0.9799,call,668039,738510
WISH,2021-08-13 00:00:00,0,0,0,0,1.0272,0.9799,put,255323,310047
WKHS,2021-08-13 00:00:00,35528,24861,384882,217094,0.905,0.9567,call,35528,384882
WKHS,2021-08-13 00:00:00,0,0,0,0,0.905,0.9567,put,24861,217094
AMC,2021-08-16 00:00:00,424444,213861,1311218,1164296,1.356,1.3842,call,424444,1311218
AMC,2021-08-16 00:00:00,0,0,0,0,1.356,1.3842,put,213861,1164296
AMD,2021-08-16 00:00:00,440218,174685,1930094,1895119,0.4494,0.4473,call,440218,1930094
AMD,2021-08-16 00:00:00,0,0,0,0,0.4494,0.4473,put,174685,1895119
AMZN,2021-08-16 00:00:00,195101,131126,498828,522189,0.208,0.2254,call,195101,498828
AMZN,2021-08-16 00:00:00,0,0,0,0,0.208,0.2254,put,131126,522189
ANY,2021-08-16 00:00:00,2596,1069,6144,1793,1.8715,1.7537,call,2596,6144
ANY,2021-08-16 00:00:00,0,0,0,0,1.8715,1.7537,put,1069,1793
APPS,2021-08-16 00:00:00,16194,8652,92429,57267,0.6184,0.6443,call,16194,92429
APPS,2021-08-16 00:00:00,0,0,0,0,0.6184,0.6443,put,8652,57267
ATER,2021-08-16 00:00:00,1213,2310,62478,19827,1.3311,1.2855,call,1213,62478
ATER,2021-08-16 00:00:00,0,0,0,0,1.3311,1.2855,put,2310,19827
AVGO,2021-08-16 00:00:00,3271,4132,67794,112384,0.2819,0.265,call,3271,67794
AVGO,2021-08-16 00:00:00,0,0,0,0,0.2819,0.265,put,4132,112384
BABA,2021-08-16 00:00:00,157977,81332,2275905,1791130,0.3678,0.375,call,157977,2275905
BABA,2021-08-16 00:00:00,0,0,0,0,0.3678,0.375,put,81332,1791130
BB,2021-08-16 00:00:00,94790,6731,793386,266816,0.7114,0.789,call,94790,793386
BB,2021-08-16 00:00:00,0,0,0,0,0.7114,0.789,put,6731,266816
BBIG,2021-08-16 00:00:00,8326,1518,384209,29920,1.4171,1.2994,call,8326,384209
BBIG,2021-08-16 00:00:00,0,0,0,0,1.4171,1.2994,put,1518,29920
CLOV,2021-08-16 00:00:00,154384,31661,712021,191403,1.1099,1.1388,call,154384,712021
CLOV,2021-08-16 00:00:00,0,0,0,0,1.1099,1.1388,put,31661,191403
CRWD,2021-08-16 00:00:00,20516,20920,114211,183055,0.5374,0.4864,call,20516,114211
CRWD,2021-08-16 00:00:00,0,0,0,0,0.5374,0.4864,put,20920,183055
DKNG,2021-08-16 00:00:00,84947,22495,574812,400662,0.4866,0.513,call,84947,574812
DKNG,2021-08-16 00:00:00,0,0,0,0,0.4866,0.513,put,22495,400662
GME,2021-08-16 00:00:00,48588,15315,210986,510722,1.0558,1.0254,call,48588,210986
GME,2021-08-16 00:00:00,0,0,0,0,1.0558,1.0254,put,15315,510722
HIPO,2021-08-16 00:00:00,1724,353,8038,1641,1.3118,1.2488,call,1724,8038
HIPO,2021-08-16 00:00:00,0,0,0,0,1.3118,1.2488,put,353,1641
HOOD,2021-08-16 00:00:00,83252,51770,206019,176764,1.4982,1.3992,call,83252,206019
HOOD,2021-08-16 00:00:00,0,0,0,0,1.4982,1.3992,put,51770,176764
KPLT,2021-08-16 00:00:00,7637,542,68515,53822,1.1528,1.0106,call,7637,68515
KPLT,2021-08-16 00:00:00,0,0,0,0,1.1528,1.0106,put,542,53822
MCFE,2021-08-16 00:00:00,1683,6145,19610,33884,0.4326,0.4208,call,1683,19610
MCFE,2021-08-16 00:00:00,0,0,0,0,0.4326,0.4208,put,6145,33884
MMAT,2021-08-16 00:00:00,12913,4284,137162,33586,1.6475,1.6118,call,12913,137162
MMAT,2021-08-16 00:00:00,0,0,0,0,1.6475,1.6118,put,4284,33586
MRNA,2021-08-16 00:00:00,197723,135763,373745,401525,0.7283,0.704,call,197723,373745
MRNA,2021-08-16 00:00:00,0,0,0,0,0.7283,0.704,put,135763,401525
MVST,2021-08-16 00:00:00,11285,3913,171145,62130,1.3683,1.3014,call,11285,171145
MVST,2021-08-16 00:00:00,0,0,0,0,1.3683,1.3014,put,3913,62130
NET,2021-08-16 00:00:00,6807,5077,123656,106037,0.4488,0.4696,call,6807,123656
NET,2021-08-16 00:00:00,0,0,0,0,0.4488,0.4696,put,5077,106037
NKLA,2021-08-16 00:00:00,17524,16200,292231,284574,0.9268,0.9724,call,17524,292231
NKLA,2021-08-16 00:00:00,0,0,0,0,0.9268,0.9724,put,16200,284574
PLTR,2021-08-16 00:00:00,261191,104751,2002077,1137203,0.453,0.4655,call,261191,2002077
PLTR,2021-08-16 00:00:00,0,0,0,0,0.453,0.4655,put,104751,1137203
PYPL,2021-08-16 00:00:00,51853,27209,348018,356730,0.253,0.2698,call,51853,348018
PYPL,2021-08-16 00:00:00,0,0,0,0,0.253,0.2698,put,27209,356730
RDHL,2021-08-16 00:00:00,411,112,31516,1387,1.5448,1.4557,call,411,31516
RDHL,2021-08-16 00:00:00,0,0,0,0,1.5448,1.4557,put,112,1387
REKR,2021-08-16 00:00:00,8388,963,91965,27831,1.5098,1.3434,call,8388,91965
REKR,2021-08-16 00:00:00,0,0,0,0,1.5098,1.3434,put,963,27831
RIDE,2021-08-16 00:00:00,19912,7443,240834,129082,1.1488,1.2529,call,19912,240834
RIDE,2021-08-16 00:00:00,0,0,0,0,1.1488,1.2529,put,7443,129082
ROOT,2021-08-16 00:00:00,27178,2823,129638,39112,1.1024,1.0976,call,27178,129638
ROOT,2021-08-16 00:00:00,0,0,0,0,1.1024,1.0976,put,2823,39112
SKLZ,2021-08-16 00:00:00,15792,5967,326643,254907,0.8068,0.8204,call,15792,326643
SKLZ,2021-08-16 00:00:00,0,0,0,0,0.8068,0.8204,put,5967,254907
SOFI,2021-08-16 00:00:00,162782,45848,687295,269121,0.695,0.7386,call,162782,687295
SOFI,2021-08-16 00:00:00,0,0,0,0,0.695,0.7386,put,45848,269121
SPLK,2021-08-16 00:00:00,4630,1738,176547,92480,0.447,0.4078,call,4630,176547
SPLK,2021-08-16 00:00:00,0,0,0,0,0.447,0.4078,put,1738,92480
SPRT,2021-08-16 00:00:00,34952,7780,189499,82977,1.8646,1.7625,call,34952,189499
SPRT,2021-08-16 00:00:00,0,0,0,0,1.8646,1.7625,put,7780,82977
TSLA,2021-08-16 00:00:00,639461,479507,2527468,2476228,0.4253,0.4638,call,639461,2527468
TSLA,2021-08-16 00:00:00,0,0,0,0,0.4253,0.4638,put,479507,2476228
UEC,2021-08-16 00:00:00,2159,458,81806,17568,0.8134,0.8176,call,2159,81806
UEC,2021-08-16 00:00:00,0,0,0,0,0.8134,0.8176,put,458,17568
UPST,2021-08-16 00:00:00,112569,73005,99697,84903,0.9032,0.8576,call,112569,99697
UPST,2021-08-16 00:00:00,0,0,0,0,0.9032,0.8576,put,73005,84903
WISH,2021-08-16 00:00:00,243794,55077,715455,266693,0.9594,0.984,call,243794,715455
WISH,2021-08-16 00:00:00,0,0,0,0,0.9594,0.984,put,55077,266693
WKHS,2021-08-16 00:00:00,20873,8063,340812,204959,0.9339,0.9634,call,20873,340812
WKHS,2021-08-16 00:00:00,0,0,0,0,0.9339,0.9634,put,8063,204959
AMC,2021-08-17 00:00:00,492835,223739,1390557,1210524,1.3687,1.388,call,492835,1390557
AMC,2021-08-17 00:00:00,0,0,0,0,1.3687,1.388,put,223739,1210524
AMD,2021-08-17 00:00:00,360372,189316,1977914,1933463,0.4442,0.4476,call,360372,1977914
AMD,2021-08-17 00:00:00,0,0,0,0,0.4442,0.4476,put,189316,1933463
AMZN,2021-08-17 00:00:00,169600,110249,534704,547990,0.227,0.239,call,169600,534704
AMZN,2021-08-17 00:00:00,0,0,0,0,0.227,0.239,put,110249,547990
ANY,2021-08-17 00:00:00,3552,1310,7158,2418,1.7762,1.6966,call,3552,7158
ANY,2021-08-17 00:00:00,0,0,0,0,1.7762,1.6966,put,1310,2418
APPS,2021-08-17 00:00:00,12564,6256,97074,60125,0.6404,0.6484,call,12564,97074
APPS,2021-08-17 00:00:00,0,0,0,0,0.6404,0.6484,put,6256,60125
ATER,2021-08-17 00:00:00,518,1506,62856,20227,1.3123,1.2821,call,518,62856
ATER,2021-08-17 00:00:00,0,0,0,0,1.3123,1.2821,put,1506,20227
AVGO,2021-08-17 00:00:00,4976,4810,68982,112949,0.2984,0.2758,call,4976,68982
AVGO,2021-08-17 00:00:00,0,0,0,0,0.2984,0.2758,put,4810,112949
BABA,2021-08-17 00:00:00,264871,185966,2308997,1809986,0.438,0.4186,call,264871,2308997
BABA,2021-08-17 00:00:00,0,0,0,0,0.438,0.4186,put,185966,1809986
BB,2021-08-17 00:00:00,58865,7925,816598,268963,0.7597,0.8254,call,58865,816598
BB,2021-08-17 00:00:00,0,0,0,0,0.7597,0.8254,put,7925,268963
BBIG,2021-08-17 00:00:00,14527,3983,385508,30513,1.3486,1.2532,call,14527,385508
BBIG,2021-08-17 00:00:00,0,0,0,0,1.3486,1.2532,put,3983,30513
CLOV,2021-08-17 00:00:00,97837,23617,766289,202469,1.1399,1.1536,call,97837,766289
CLOV,2021-08-17 00:00:00,0,0,0,0,1.1399,1.1536,put,23617,202469
CRWD,2021-08-17 00:00:00,17574,11297,121505,193451,0.549,0.4951,call,17574,121505
CRWD,2021-08-17 00:00:00,0,0,0,0,0.549,0.4951,put,11297,193451
DKNG,2021-08-17 00:00:00,71974,19397,593223,404476,0.4986,0.5214,call,71974,593223
DKNG,2021-08-17 00:00:00,0,0,0,0,0.4986,0.5214,put,19397,404476
GME,2021-08-17 00:00:00,29878,13754,224858,513490,1.0379,1.0144,call,29878,224858
GME,2021-08-17 00:00:00,0,0,0,0,1.0379,1.0144,put,13754,513490
HIPO,2021-08-17 00:00:00,8564,137,9219,1830,1.257,1.249,call,8564,9219
HIPO,2021-08-17 00:00:00,0,0,0,0,1.257,1.249,put,137,1830
HOOD,2021-08-17 00:00:00,56166,42148,234064,191345,1.5282,1.4196,call,56166,234064
HOOD,2021-08-17 00:00:00,0,0,0,0,1.5282,1.4196,put,42148,191345
KPLT,2021-08-17 00:00:00,6152,583,72381,53979,1.276,1.046,call,6152,72381
KPLT,2021-08-17 00:00:00,0,0,0,0,1.276,1.046,put,583,53979
MCFE,2021-08-17 00:00:00,695,835,19949,32269,0.418,0.4172,call,695,19949
MCFE,2021-08-17 00:00:00,0,0,0,0,0.418,0.4172,put,835,32269
MMAT,2021-08-17 00:00:00,10794,2406,139908,34897,1.5616,1.5656,call,10794,139908
MMAT,2021-08-17 00:00:00,0,0,0,0,1.5616,1.5656,put,2406,34897
MRNA,2021-08-17 00:00:00,265632,109320,404644,421507,0.7587,0.7326,call,265632,404644
MRNA,2021-08-17 00:00:00,0,0,0,0,0.7587,0.7326,put,109320,421507
MVST,2021-08-17 00:00:00,17047,6868,172360,63496,1.3304,1.288,call,17047,172360
MVST,2021-08-17 00:00:00,0,0,0,0,1.3304,1.288,put,6868,63496
NET,2021-08-17 00:00:00,4039,2501,126471,110577,0.46,0.4692,call,4039,126471
NET,2021-08-17 00:00:00,0,0,0,0,0.46,0.4692,put,2501,110577
NKLA,2021-08-17 00:00:00,33581,33905,295439,286506,0.9535,0.9782,call,33581,295439
NKLA,2021-08-17 00:00:00,0,0,0,0,0.9535,0.9782,put,33905,286506
PLTR,2021-08-17 00:00:00,229985,103913,2026157,1144008,0.4665,0.4742,call,229985,2026157
PLTR,2021-08-17 00:00:00,0,0,0,0,0.4665,0.4742,put,103913,1144008
PYPL,2021-08-17 00:00:00,61222,35326,354237,362742,0.2715,0.2824,call,61222,354237
PYPL,2021-08-17 00:00:00,0,0,0,0,0.2715,0.2824,put,35326,362742
RDHL,2021-08-17 00:00:00,488,32,31799,1499,1.5722,1.4988,call,488,31799
RDHL,2021-08-17 00:00:00,0,0,0,0,1.5722,1.4988,put,32,1499
REKR,2021-08-17 00:00:00,14619,1972,92451,28462,1.3291,1.2858,call,14619,92451
REKR,2021-08-17 00:00:00,0,0,0,0,1.3291,1.2858,put,1972,28462
RIDE,2021-08-17 00:00:00,12125,4352,247487,130585,1.2056,1.1869,call,12125,247487
RIDE,2021-08-17 00:00:00,0,0,0,0,1.2056,1.1869,put,4352,130585
ROOT,2021-08-17 00:00:00,39215,1398,139065,40076,1.0837,1.0744,call,39215,139065
ROOT,2021-08-17 00:00:00,0,0,0,0,1.0837,1.0744,put,1398,40076
SKLZ,2021-08-17 00:00:00,18923,12594,331960,256432,0.8064,0.8154,call,18923,331960
SKLZ,2021-08-17 00:00:00,0,0,0,0,0.8064,0.8154,put,12594,256432
SOFI,2021-08-17 00:00:00,144646,48532,716512,284156,0.7118,0.7756,call,144646,716512
SOFI,2021-08-17 00:00:00,0,0,0,0,0.7118,0.7756,put,48532,284156
SPLK,2021-08-17 00:00:00,5723,3057,178215,93366,0.462,0.4118,call,5723,178215
SPLK,2021-08-17 00:00:00,0,0,0,0,0.462,0.4118,put,3057,93366
SPRT,2021-08-17 00:00:00,25441,6500,191197,84944,1.8466,1.7459,call,25441,191197
SPRT,2021-08-17 00:00:00,0,0,0,0,1.8466,1.7459,put,6500,84944
TSLA,2021-08-17 00:00:00,716550,481961,2604056,2581469,0.4692,0.494,call,716550,2604056
TSLA,2021-08-17 00:00:00,0,0,0,0,0.4692,0.494,put,481961,2581469
UEC,2021-08-17 00:00:00,4418,327,82383,17533,0.83,0.8466,call,4418,82383
UEC,2021-08-17 00:00:00,0,0,0,0,0.83,0.8466,put,327,17533
UPST,2021-08-17 00:00:00,37997,40833,112430,92063,0.891,0.85,call,37997,112430
UPST,2021-08-17 00:00:00,0,0,0,0,0.891,0.85,put,40833,92063
WISH,2021-08-17 00:00:00,149659,42657,764953,275827,0.9628,0.9817,call,149659,764953
WISH,2021-08-17 00:00:00,0,0,0,0,0.9628,0.9817,put,42657,275827
WKHS,2021-08-17 00:00:00,34946,48283,348667,207937,0.9408,0.9732,call,34946,348667
WKHS,2021-08-17 00:00:00,0,0,0,0,0.9408,0.9732,put,48283,207937
AMC,2021-08-18 00:00:00,324496,149966,1451151,1230892,1.374,1.3874,call,324496,1451151
AMC,2021-08-18 00:00:00,0,0,0,0,1.374,1.3874,put,149966,1230892
AMD,2021-08-18 00:00:00,437648,180369,1991808,1986956,0.4384,0.4395,call,437648,1991808
AMD,2021-08-18 00:00:00,0,0,0,0,0.4384,0.4395,put,180369,1986956
AMZN,2021-08-18 00:00:00,142065,107623,565458,562633,0.2404,0.2497,call,142065,565458
AMZN,2021-08-18 00:00:00,0,0,0,0,0.2404,0.2497,put,107623,562633
ANY,2021-08-18 00:00:00,2904,277,8227,2296,1.717,1.6624,call,2904,8227
ANY,2021-08-18 00:00:00,0,0,0,0,1.717,1.6624,put,277,2296
APPS,2021-08-18 00:00:00,9885,5325,99425,62174,0.6254,0.64,call,9885,99425
APPS,2021-08-18 00:00:00,0,0,0,0,0.6254,0.64,put,5325,62174
ATER,2021-08-18 00:00:00,524,1943,63027,20378,1.37,1.3238,call,524,63027
ATER,2021-08-18 00:00:00,0,0,0,0,1.37,1.3238,put,1943,20378
AVGO,2021-08-18 00:00:00,3746,5047,69828,114200,0.3039,0.281,call,3746,69828
AVGO,2021-08-18 00:00:00,0,0,0,0,0.3039,0.281,put,5047,114200
BABA,2021-08-18 00:00:00,215930,148061,2397023,1862506,0.4337,0.4217,call,215930,2397023
BABA,2021-08-18 00:00:00,0,0,0,0,0.4337,0.4217,put,148061,1862506
BB,2021-08-18 00:00:00,81265,14379,832638,270880,0.7635,0.828,call,81265,832638
BB,2021-08-18 00:00:00,0,0,0,0,0.7635,0.828,put,14379,270880
BBIG,2021-08-18 00:00:00,9178,1235,391033,31059,1.3,1.2304,call,9178,391033
BBIG,2021-08-18 00:00:00,0,0,0,0,1.3,1.2304,put,1235,31059
CLOV,2021-08-18 00:00:00,67350,15495,781732,207298,1.0986,1.1511,call,67350,781732
CLOV,2021-08-18 00:00:00,0,0,0,0,1.0986,1.1511,put,15495,207298
CRWD,2021-08-18 00:00:00,16157,7389,125166,195353,0.5406,0.489,call,16157,125166
CRWD,2021-08-18 00:00:00,0,0,0,0,0.5406,0.489,put,7389,195353
DKNG,2021-08-18 00:00:00,94544,32386,610053,408979,0.484,0.5134,call,94544,610053
DKNG,2021-08-18 00:00:00,0,0,0,0,0.484,0.5134,put,32386,408979
GME,2021-08-18 00:00:00,24387,14841,230451,514104,1.0174,1.0042,call,24387,230451
GME,2021-08-18 00:00:00,0,0,0,0,1.0174,1.0042,put,14841,514104
HIPO,2021-08-18 00:00:00,2983,111,15822,1907,1.3252,1.4189,call,2983,15822
HIPO,2021-08-18 00:00:00,0,0,0,0,1.3252,1.4189,put,111,1907
HOOD,2021-08-18 00:00:00,162057,81644,246741,206753,1.5004,1.3994,call,162057,246741
HOOD,2021-08-18 00:00:00,0,0,0,0,1.5004,1.3994,put,81644,206753
KPLT,2021-08-18 00:00:00,3161,280,76568,54308,1.1873,1.0082,call,3161,76568
KPLT,2021-08-18 00:00:00,0,0,0,0,1.1873,1.0082,put,280,54308
MCFE,2021-08-18 00:00:00,625,661,20051,30565,0.4074,0.4104,call,625,20051
MCFE,2021-08-18 00:00:00,0,0,0,0,0.4074,0.4104,put,661,30565
MMAT,2021-08-18 00:00:00,10938,2832,139740,35412,1.5644,1.5606,call,10938,139740
MMAT,2021-08-18 00:00:00,0,0,0,0,1.5644,1.5606,put,2832,35412
MRNA,2021-08-18 00:00:00,191711,96514,425953,431569,0.741,0.6974,call,191711,425953
MRNA,2021-08-18 00:00:00,0,0,0,0,0.741,0.6974,put,96514,431569
MVST,2021-08-18 00:00:00,13915,1825,175369,62469,1.3261,1.278,call,13915,175369
MVST,2021-08-18 00:00:00,0,0,0,0,1.3261,1.278,put,1825,62469
NET,2021-08-18 00:00:00,3952,4786,125351,110970,0.451,0.4703,call,3952,125351
NET,2021-08-18 00:00:00,0,0,0,0,0.451,0.4703,put,4786,110970
NKLA,2021-08-18 00:00:00,14700,8106,304482,297724,0.9052,0.9678,call,14700,304482
NKLA,2021-08-18 00:00:00,0,0,0,0,0.9052,0.9678,put,8106,297724
PLTR,2021-08-18 00:00:00,725972,211756,2037590,1147550,0.474,0.4886,call,725972,2037590
PLTR,2021-08-18 00:00:00,0,0,0,0,0.474,0.4886,put,211756,1147550
PYPL,2021-08-18 00:00:00,33693,17430,369742,377062,0.2714,0.2834,call,33693,369742
PYPL,2021-08-18 00:00:00,0,0,0,0,0.2714,0.2834,put,17430,377062
RDHL,2021-08-18 00:00:00,1182,12,32070,1529,1.6127,1.4892,call,1182,32070
RDHL,2021-08-18 00:00:00,0,0,0,0,1.6127,1.4892,put,12,1529
REKR,2021-08-18 00:00:00,2198,1240,107308,29113,1.339,1.3206,call,2198,107308
REKR,2021-08-18 00:00:00,0,0,0,0,1.339,1.3206,put,1240,29113
RIDE,2021-08-18 00:00:00,14318,5115,245518,130814,1.1412,1.181,call,14318,245518
RIDE,2021-08-18 00:00:00,0,0,0,0,1.1412,1.181,put,5115,130814
ROOT,2021-08-18 00:00:00,22877,2886,156963,40370,1.1138,1.0954,call,22877,156963
ROOT,2021-08-18 00:00:00,0,0,0,0,1.1138,1.0954,put,2886,40370
SKLZ,2021-08-18 00:00:00,18875,11682,333423,258946,0.8087,0.8114,call,18875,333423
SKLZ,2021-08-18 00:00:00,0,0,0,0,0.8087,0.8114,put,11682,258946
SOFI,2021-08-18 00:00:00,137627,35105,745826,295026,0.7129,0.759,call,137627,745826
SOFI,2021-08-18 00:00:00,0,0,0,0,0.7129,0.759,put,35105,295026
SPLK,2021-08-18 00:00:00,4513,1711,178582,94640,0.4684,0.4157,call,4513,178582
SPLK,2021-08-18 00:00:00,0,0,0,0,0.4684,0.4157,put,1711,94640
SPRT,2021-08-18 00:00:00,41815,4175,195819,87294,1.8404,1.7426,call,41815,195819
SPRT,2021-08-18 00:00:00,0,0,0,0,1.8404,1.7426,put,4175,87294
TSLA,2021-08-18 00:00:00,732390,532469,2700307,2639074,0.4522,0.485,call,732390,2700307
TSLA,2021-08-18 00:00:00,0,0,0,0,0.4522,0.485,put,532469,2639074
UEC,2021-08-18 00:00:00,2017,537,85155,17098,0.7767,0.81,call,2017,85155
UEC,2021-08-18 00:00:00,0,0,0,0,0.7767,0.81,put,537,17098
UPST,2021-08-18 00:00:00,73781,57087,113727,96290,0.8638,0.836,call,73781,113727
UPST,2021-08-18 00:00:00,0,0,0,0,0.8638,0.836,put,57087,96290
WISH,2021-08-18 00:00:00,105305,29988,786308,283095,0.9172,0.9592,call,105305,786308
WISH,2021-08-18 00:00:00,0,0,0,0,0.9172,0.9592,put,29988,283095
WKHS,2021-08-18 00:00:00,15297,14716,361593,224605,0.9504,0.9732,call,15297,361593
WKHS,2021-08-18 00:00:00,0,0,0,0,0.9504,0.9732,put,14716,224605
AMC,2021-08-19 00:00:00,325882,211850,1479924,1243732,1.3595,1.4046,call,325882,1479924
AMC,2021-08-19 00:00:00,0,0,0,0,1.3595,1.4046,put,211850,1243732
AMD,2021-08-19 00:00:00,389912,172008,2037380,2005287,0.4368,0.441,call,389912,2037380
AMD,2021-08-19 00:00:00,0,0,0,0,0.4368,0.441,put,172008,2005287
AMZN,2021-08-19 00:00:00,197274,135291,583223,576871,0.24,0.2507,call,197274,583223
AMZN,2021-08-19 00:00:00,0,0,0,0,0.24,0.2507,put,135291,576871
ANY,2021-08-19 00:00:00,2880,776,10243,2538,1.7294,1.6812,call,2880,10243
ANY,2021-08-19 00:00:00,0,0,0,0,1.7294,1.6812,put,776,2538
APPS,2021-08-19 00:00:00,9910,6178,100759,63996,0.6615,0.6645,call,9910,100759
APPS,2021-08-19 00:00:00,0,0,0,0,0.6615,0.6645,put,6178,63996
ATER,2021-08-19 00:00:00,431,105,63154,20819,1.3487,1.273,call,431,63154
ATER,2021-08-19 00:00:00,0,0,0,0,1.3487,1.273,put,105,20819
AVGO,2021-08-19 00:00:00,6170,4801,70155,115150,0.3048,0.2847,call,6170,70155
AVGO,2021-08-19 00:00:00,0,0,0,0,0.3048,0.2847,put,4801,115150
BABA,2021-08-19 00:00:00,487380,323644,2444307,1886940,0.598,0.5403,call,487380,2444307
BABA,2021-08-19 00:00:00,0,0,0,0,0.598,0.5403,put,323644,1886940
BB,2021-08-19 00:00:00,53862,12258,838603,274682,0.7906,0.8346,call,53862,838603
BB,2021-08-19 00:00:00,0,0,0,0,0.7906,0.8346,put,12258,274682
BBIG,2021-08-19 00:00:00,14898,1747,392791,31172,1.3502,1.2988,call,14898,392791
BBIG,2021-08-19 00:00:00,0,0,0,0,1.3502,1.2988,put,1747,31172
CLOV,2021-08-19 00:00:00,112104,42932,790298,211383,1.1522,1.1678,call,112104,790298
CLOV,2021-08-19 00:00:00,0,0,0,0,1.1522,1.1678,put,42932,211383
CRWD,2021-08-19 00:00:00,13485,7485,128246,197861,0.5529,0.4952,call,13485,128246
CRWD,2021-08-19 00:00:00,0,0,0,0,0.5529,0.4952,put,7485,197861
DKNG,2021-08-19 00:00:00,67176,22854,618573,413050,0.501,0.5202,call,67176,618573
DKNG,2021-08-19 00:00:00,0,0,0,0,0.501,0.5202,put,22854,413050
GME,2021-08-19 00:00:00,30725,24445,236948,517912,1.0376,1.0098,call,30725,236948
GME,2021-08-19 00:00:00,0,0,0,0,1.0376,1.0098,put,24445,517912
HIPO,2021-08-19 00:00:00,1637,1681,18111,1993,1.293,1.177,call,1637,18111
HIPO,2021-08-19 00:00:00,0,0,0,0,1.293,1.177,put,1681,1993
HOOD,2021-08-19 00:00:00,144554,104168,271489,232263,1.3752,1.2934,call,144554,271489
HOOD,2021-08-19 00:00:00,0,0,0,0,1.3752,1.2934,put,104168,232263
KPLT,2021-08-19 00:00:00,1038,613,77523,54084,1.2604,1.042,call,1038,77523
KPLT,2021-08-19 00:00:00,0,0,0,0,1.2604,1.042,put,613,54084
MCFE,2021-08-19 00:00:00,665,746,20403,23399,0.3978,0.4051,call,665,20403
MCFE,2021-08-19 00:00:00,0,0,0,0,0.3978,0.4051,put,746,23399
MMAT,2021-08-19 00:00:00,7300,1506,141918,34703,1.4995,1.5845,call,7300,141918
MMAT,2021-08-19 00:00:00,0,0,0,0,1.4995,1.5845,put,1506,34703
MRNA,2021-08-19 00:00:00,143457,102764,437417,439804,0.7383,0.7,call,143457,437417
MRNA,2021-08-19 00:00:00,0,0,0,0,0.7383,0.7,put,102764,439804
MVST,2021-08-19 00:00:00,9879,3268,180899,62402,1.3582,1.2658,call,9879,180899
MVST,2021-08-19 00:00:00,0,0,0,0,1.3582,1.2658,put,3268,62402
NET,2021-08-19 00:00:00,8055,6309,125841,110797,0.4628,0.4666,call,8055,125841
NET,2021-08-19 00:00:00,0,0,0,0,0.4628,0.4666,put,6309,110797
NKLA,2021-08-19 00:00:00,16334,10367,305547,299784,0.967,0.988,call,16334,305547
NKLA,2021-08-19 00:00:00,0,0,0,0,0.967,0.988,put,10367,299784
PLTR,2021-08-19 00:00:00,386757,155243,2105208,1178434,0.508,0.5097,call,386757,2105208
PLTR,2021-08-19 00:00:00,0,0,0,0,0.508,0.5097,put,155243,1178434
PYPL,2021-08-19 00:00:00,32355,30361,373926,379942,0.2829,0.2949,call,32355,373926
PYPL,2021-08-19 00:00:00,0,0,0,0,0.2829,0.2949,put,30361,379942
RDHL,2021-08-19 00:00:00,2555,49,32923,1541,1.5667,1.5358,call,2555,32923
RDHL,2021-08-19 00:00:00,0,0,0,0,1.5667,1.5358,put,49,1541
REKR,2021-08-19 00:00:00,3066,10162,108922,29293,1.4096,1.2366,call,3066,108922
REKR,2021-08-19 00:00:00,0,0,0,0,1.4096,1.2366,put,10162,29293
RIDE,2021-08-19 00:00:00,17333,8400,258446,133364,1.2838,1.2592,call,17333,258446
RIDE,2021-08-19 00:00:00,0,0,0,0,1.2838,1.2592,put,8400,133364
ROOT,2021-08-19 00:00:00,8657,1480,159560,41141,1.1344,1.1,call,8657,159560
ROOT,2021-08-19 00:00:00,0,0,0,0,1.1344,1.1,put,1480,41141
SKLZ,2021-08-19 00:00:00,88651,28073,344674,261809,0.8997,0.863,call,88651,344674
SKLZ,2021-08-19 00:00:00,0,0,0,0,0.8997,0.863,put,28073,261809
SOFI,2021-08-19 00:00:00,76039,27788,764837,296238,0.7278,0.769,call,76039,764837
SOFI,2021-08-19 00:00:00,0,0,0,0,0.7278,0.769,put,27788,296238
SPLK,2021-08-19 00:00:00,9860,3023,178004,95262,0.49,0.423,call,9860,178004
SPLK,2021-08-19 00:00:00,0,0,0,0,0.49,0.423,put,3023,95262
SPRT,2021-08-19 00:00:00,45142,3724,195970,88635,1.8944,1.784,call,45142,195970
SPRT,2021-08-19 00:00:00,0,0,0,0,1.8944,1.784,put,3724,88635
TSLA,2021-08-19 00:00:00,460715,385737,2725283,2686485,0.472,0.4978,call,460715,2725283
TSLA,2021-08-19 00:00:00,0,0,0,0,0.472,0.4978,put,385737,2686485
UEC,2021-08-19 00:00:00,1455,1375,85002,17377,0.8004,0.8096,call,1455,85002
UEC,2021-08-19 00:00:00,0,0,0,0,0.8004,0.8096,put,1375,17377
UPST,2021-08-19 00:00:00,51884,61146,112723,107111,0.8312,0.8169,call,51884,112723
